Data from Ink_Intensity_USB4F045381__49__00049.txt Node

Date: Mon Jul 17 10:13:16 EDT 2023
User: mmckonesweet
Spectrometer: USB4F04538
Trigger mode: 4
Integration Time (sec): 9.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.52	-904.86
345.736	-904.86
345.952	-904.86
346.168	-988.83
346.384	-954.01
346.6	-167.59
346.816	-210.6
347.032	-247.46
347.248	237.91
347.464	-245.41
347.68	-32.43
347.896	80.21
348.112	436.56
348.328	-77.48
348.544	-87.72
348.76	10.58
348.975	303.44
349.191	-196.26
349.407	-188.07
349.623	26.96
349.839	-114.34
350.055	-202.41
350.27	76.12
350.486	176.47
350.702	321.87
350.918	166.23
351.133	-169.64
351.349	162.13
351.565	444.75
351.781	-214.7
351.996	-20.14
352.212	231.76
352.428	-95.91
352.644	-147.11
352.859	-265.89
353.075	192.85
353.291	-1.71
353.506	-128.68
353.722	-210.6
353.938	-104.11
354.153	416.08
354.369	172.37
354.584	-190.12
354.8	194.9
355.016	-358.05
355.231	-251.56
355.447	-104.11
355.662	137.56
355.878	897.35
356.093	-263.85
356.309	14.68
356.524	-247.46
356.74	184.66
356.955	-216.74
357.171	-22.19
357.386	141.65
357.602	-249.51
357.817	-177.83
358.033	-196.26
358.248	395.6
358.464	239.95
358.679	-120.49
358.895	-325.29
359.11	-118.44
359.325	291.15
359.541	63.83
359.756	-24.23
359.972	-302.76
360.187	174.42
360.402	-202.41
360.618	-188.07
360.833	862.54
361.048	141.65
361.264	-167.59
361.479	-85.67
361.694	-67.24
361.909	231.76
362.125	-339.62
362.34	-108.2
362.555	184.66
362.77	20.82
362.986	-323.24
363.201	-167.59
363.416	170.32
363.631	-32.43
363.847	-218.79
364.062	-52.91
364.277	47.44
364.492	22.87
364.707	-173.74
364.922	-417.44
365.138	235.86
365.353	346.45
365.568	-181.93
365.783	-200.36
365.998	2.39
366.213	579.92
366.428	-241.32
366.643	49.49
366.858	268.63
367.073	153.94
367.288	-204.46
367.503	-196.26
367.718	20.82
367.933	262.48
368.148	-358.05
368.363	-3.75
368.578	43.35
368.793	405.84
369.008	-143.02
369.223	-216.74
369.438	209.23
369.653	332.11
369.868	-288.42
370.083	-317.09
370.298	10.58
370.513	409.94
370.728	16.73
370.943	-210.6
371.157	-229.03
371.372	489.81
371.587	-249.51
371.802	-325.29
372.017	-1.71
372.232	428.37
372.446	24.92
372.661	-284.33
372.876	86.36
373.091	168.27
373.306	-97.96
373.52	-267.94
373.735	-257.7
373.95	407.89
374.165	-122.54
374.379	-171.69
374.594	-204.46
374.809	123.22
375.023	-26.28
375.238	-198.31
375.453	221.52
375.667	-251.56
375.882	-87.72
376.097	-208.55
376.311	-48.81
376.526	-24.23
376.741	-353.96
376.955	141.65
377.17	584.01
377.384	541.01
377.599	-38.57
377.813	-286.37
378.028	543.05
378.242	184.66
378.457	-126.63
378.672	-423.59
378.886	88.4
379.101	4.44
379.315	-378.53
379.53	-169.64
379.744	192.85
379.958	203.09
380.173	-173.74
380.387	-206.5
380.602	98.64
380.816	-69.29
381.031	-91.82
381.245	-183.98
381.459	182.61
381.674	2617.65
381.888	-247.46
382.103	63.83
382.317	-165.54
382.531	436.56
382.746	-75.43
382.96	-198.31
383.174	-79.53
383.388	418.13
383.603	6.49
383.817	-265.89
384.031	104.79
384.246	479.57
384.46	-16.04
384.674	334.16
384.888	-30.38
385.103	16.73
385.317	-243.37
385.531	-20.14
385.745	219.47
385.959	299.34
386.174	-155.3
386.388	-284.33
386.602	-50.86
386.816	-136.87
387.03	-9.9
387.244	-130.73
387.458	35.16
387.672	342.35
387.887	-405.16
388.101	-226.98
388.315	291.15
388.529	108.88
388.743	-163.5
388.957	-186.02
389.171	297.3
389.385	-200.36
389.599	-222.89
389.813	-28.33
390.027	115.03
390.241	579.92
390.455	-106.15
390.669	-140.97
390.883	-100.01
391.097	285.01
391.311	29.01
391.525	-196.26
391.738	106.84
391.952	133.46
392.166	-75.43
392.38	-286.37
392.594	244.05
392.808	291.15
393.022	-63.15
393.236	-126.63
393.449	155.99
393.663	172.37
393.877	-321.19
394.091	-44.71
394.305	-149.16
394.518	-167.59
394.732	-245.41
394.946	-173.74
395.16	465.23
395.373	39.25
395.587	-245.41
395.801	-177.83
396.015	307.54
396.228	123.22
396.442	-229.03
396.656	-353.96
396.869	338.26
397.083	407.89
397.297	-59.05
397.51	-128.68
397.724	350.54
397.938	92.5
398.151	-345.77
398.365	-304.81
398.578	90.45
398.792	362.83
399.005	4.44
399.219	-153.26
399.433	96.6
399.646	145.75
399.86	88.4
400.073	-95.91
400.287	133.46
400.5	-20.14
400.714	-44.71
400.927	-73.39
401.141	182.61
401.354	1104.2
401.567	162.13
401.781	-323.24
401.994	248.15
402.208	588.11
402.421	-95.91
402.635	-118.44
402.848	45.4
403.061	297.3
403.275	-24.23
403.488	-229.03
403.701	424.27
403.915	256.34
404.128	2.39
404.341	-257.7
404.555	162.13
404.768	-30.38
404.981	18.77
405.195	-143.02
405.408	485.71
405.621	86.36
405.834	-16.04
406.048	-202.41
406.261	385.36
406.474	457.04
406.687	-202.41
406.9	-30.38
407.114	-18.09
407.327	31.06
407.54	-345.77
407.753	-284.33
407.966	-157.35
408.179	182.61
408.392	-239.27
408.605	-358.05
408.819	198.99
409.032	143.7
409.245	-229.03
409.458	-57
409.671	229.71
409.884	237.91
410.097	-292.52
410.31	-5.8
410.523	108.88
410.736	-63.15
410.949	-192.17
411.162	-155.3
411.375	330.06
411.588	233.81
411.801	14.68
412.014	-294.57
412.227	-22.19
412.44	-130.73
412.653	-126.63
412.865	-24.23
413.078	198.99
413.291	170.32
413.504	-79.53
413.717	-120.49
413.93	227.67
414.143	-188.07
414.356	-120.49
414.568	-370.34
414.781	186.71
414.994	104.79
415.207	-67.24
415.42	-52.91
415.632	194.9
415.845	532.81
416.058	-272.04
416.271	-292.52
416.483	-52.91
416.696	495.95
416.909	-151.21
417.121	-296.61
417.334	108.88
417.547	487.76
417.759	-257.7
417.972	-235.18
418.185	-63.15
418.397	221.52
418.61	-235.18
418.823	-255.65
419.035	436.56
419.248	-34.47
419.46	-153.26
419.673	-75.43
419.885	166.23
420.098	-26.28
420.311	-282.28
420.523	-433.83
420.736	162.13
420.948	37.2
421.161	-186.02
421.373	-353.96
421.586	61.78
421.798	-280.23
422.01	-353.96
422.223	-59.05
422.435	-46.76
422.648	250.19
422.86	-126.63
423.073	-124.58
423.285	266.58
423.497	-245.41
423.71	-226.98
423.922	-212.65
424.134	80.21
424.347	385.36
424.559	-1.71
424.771	37.2
424.984	-24.23
425.196	205.14
425.408	-294.57
425.621	-251.56
425.833	368.98
426.045	233.81
426.257	-349.86
426.47	-224.94
426.682	51.54
426.894	125.27
427.106	-120.49
427.318	-153.26
427.531	-102.06
427.743	96.6
427.955	-229.03
428.167	293.2
428.379	131.41
428.591	26.96
428.804	-161.45
429.016	-255.65
429.228	-118.44
429.44	174.42
429.652	-18.09
429.864	-321.19
430.076	8.53
430.288	4.44
430.5	-116.39
430.712	-163.5
430.924	239.95
431.136	90.45
431.348	-450.21
431.56	-177.83
431.772	45.4
431.984	-136.87
432.196	-286.37
432.408	-108.2
432.62	-26.28
432.832	170.32
433.044	39.25
433.256	-59.05
433.468	190.8
433.679	-325.29
433.891	-294.57
434.103	80.21
434.315	325.97
434.527	74.07
434.739	-81.58
434.95	-198.31
435.162	268.63
435.374	-108.2
435.586	-153.26
435.798	-247.46
436.009	-296.61
436.221	-46.76
436.433	-122.54
436.645	-128.68
436.856	-65.19
437.068	330.06
437.28	-226.98
437.491	-24.23
437.703	112.98
437.915	102.74
438.126	-114.34
438.338	67.92
438.55	-40.62
438.761	188.75
438.973	-233.13
439.184	-81.58
439.396	-22.19
439.608	237.91
439.819	-282.28
440.031	-34.47
440.242	186.71
440.454	141.65
440.665	-188.07
440.877	-57
441.088	100.69
441.3	-5.8
441.511	-386.72
441.723	-255.65
441.934	141.65
442.146	-32.43
442.357	2.39
442.569	76.12
442.78	24.92
442.991	442.7
443.203	121.17
443.414	-276.13
443.626	344.4
443.837	-179.88
444.048	-222.89
444.26	-321.19
444.471	80.21
444.682	268.63
444.894	-388.77
445.105	-370.34
445.316	149.84
445.528	149.84
445.739	-95.91
445.95	-183.98
446.161	31.06
446.373	184.66
446.584	-110.25
446.795	-186.02
447.006	121.17
447.217	352.59
447.429	-335.53
447.64	-237.22
447.851	354.64
448.062	-46.76
448.273	-407.2
448.484	-259.75
448.695	219.47
448.907	-71.34
449.118	-65.19
449.329	61.78
449.54	-100.01
449.751	-267.94
449.962	-222.89
450.173	-128.68
450.384	248.15
450.595	317.78
450.806	-231.08
451.017	-192.17
451.228	348.5
451.439	104.79
451.65	-145.06
451.861	-407.2
452.072	-196.26
452.283	33.11
452.494	-18.09
452.705	-276.13
452.915	354.64
453.126	211.28
453.337	-237.22
453.548	-206.5
453.759	235.86
453.97	504.14
454.181	12.63
454.391	-241.32
454.602	14.68
454.813	94.55
455.024	-100.01
455.235	-222.89
455.445	39.25
455.656	147.8
455.867	45.4
456.078	-151.21
456.288	-42.67
456.499	49.49
456.71	-288.42
456.921	63.83
457.131	65.88
457.342	31.06
457.553	-132.78
457.763	-186.02
457.974	215.38
458.184	166.23
458.395	-235.18
458.606	-286.37
458.816	231.76
459.027	446.8
459.237	-63.15
459.448	-370.34
459.659	321.87
459.869	645.45
460.08	-396.96
460.29	-38.57
460.501	547.15
460.711	-102.06
460.922	-304.81
461.132	-251.56
461.343	657.74
461.553	-226.98
461.764	-253.61
461.974	-237.22
462.184	217.43
462.395	184.66
462.605	-155.3
462.816	-231.08
463.026	145.75
463.236	358.74
463.447	-239.27
463.657	-249.51
463.867	233.81
464.078	-57
464.288	-128.68
464.498	-159.4
464.709	61.78
464.919	31.06
465.129	-130.73
465.339	-321.19
465.55	164.18
465.76	307.54
465.97	-198.31
466.18	-190.12
466.391	321.87
466.601	123.22
466.811	-198.31
467.021	-282.28
467.231	188.75
467.441	401.74
467.651	-188.07
467.862	-472.74
468.072	-9.9
468.282	332.11
468.492	-216.74
468.702	-220.84
468.912	8.53
469.122	579.92
469.332	162.13
469.542	-229.03
469.752	227.67
469.962	24.92
470.172	-272.04
470.382	-269.99
470.592	260.43
470.802	305.49
471.012	-16.04
471.222	-245.41
471.432	254.29
471.642	227.67
471.852	-85.67
472.062	-208.55
472.272	20.82
472.482	-286.37
472.691	-325.29
472.901	-349.86
473.111	182.61
473.321	573.77
473.531	-331.43
473.741	-34.47
473.95	149.84
474.16	166.23
474.37	-126.63
474.58	-351.91
474.79	479.57
474.999	268.63
475.209	-237.22
475.419	-188.07
475.628	-36.52
475.838	303.44
476.048	-192.17
476.258	-386.72
476.467	297.3
476.677	-73.39
476.886	-9.9
477.096	-194.22
477.306	-147.11
477.515	383.31
477.725	-118.44
477.935	-91.82
478.144	338.26
478.354	-83.63
478.563	-226.98
478.773	-157.35
478.982	203.09
479.192	307.54
479.401	-181.93
479.611	-288.42
479.82	-112.3
480.03	133.46
480.239	-226.98
480.449	-296.61
480.658	424.27
480.868	-151.21
481.077	-89.77
481.287	-188.07
481.496	162.13
481.705	426.32
481.915	129.36
482.124	162.13
482.333	84.31
482.543	375.12
482.752	-161.45
482.961	-175.78
483.171	237.91
483.38	16.73
483.589	-229.03
483.799	-218.79
484.008	67.92
484.217	303.44
484.426	-173.74
484.636	-229.03
484.845	22.87
485.054	-147.11
485.263	6.49
485.472	-77.48
485.682	457.04
485.891	45.4
486.1	-384.68
486.309	-186.02
486.518	182.61
486.727	418.13
486.936	-212.65
487.146	14.68
487.355	471.37
487.564	-173.74
487.773	-190.12
487.982	-200.36
488.191	-81.58
488.4	137.56
488.609	-122.54
488.818	-165.54
489.027	657.74
489.236	405.84
489.445	-124.58
489.654	-231.08
489.863	285.01
490.072	92.5
490.281	108.88
490.49	-83.63
490.698	518.48
490.907	414.03
491.116	-206.5
491.325	-356.01
491.534	407.89
491.743	131.41
491.952	-67.24
492.16	-83.63
492.369	155.99
492.578	250.19
492.787	-71.34
492.996	-284.33
493.204	-67.24
493.413	545.1
493.622	-360.1
493.831	-290.47
494.039	512.33
494.248	-210.6
494.457	-210.6
494.665	-216.74
494.874	303.44
495.083	608.59
495.291	-114.34
495.5	-169.64
495.709	362.83
495.917	268.63
496.126	-40.62
496.335	-222.89
496.543	-26.28
496.752	198.99
496.96	76.12
497.169	-345.77
497.377	133.46
497.586	407.89
497.794	-71.34
498.003	-292.52
498.211	72.02
498.42	504.14
498.628	-59.05
498.837	-151.21
499.045	256.34
499.254	217.43
499.462	-181.93
499.671	-210.6
499.879	436.56
500.087	278.87
500.296	-83.63
500.504	-91.82
500.713	244.05
500.921	692.55
501.129	-122.54
501.338	-77.48
501.546	260.43
501.754	168.27
501.962	-61.1
502.171	-177.83
502.379	237.91
502.587	600.4
502.795	-132.78
503.004	-110.25
503.212	84.31
503.42	420.17
