t1,ch1,t2,ch2
-0.00075,4.865849494934082,-0.000749875,1.6588452434539795
-0.000749,4.845950813293457,-0.000748875,1.6787750530242922
-0.000748,4.855900154113769,-0.000747875,1.6837575054168703
-0.0007469999999999999,4.870824165344238,-0.0007468749999999999,1.668810148239136
-0.0007459999999999999,4.850925483703613,-0.0007458749999999999,1.673792600631714
-0.000745,4.8608748245239255,-0.000744875,1.6787750530242922
-0.000744,4.855900154113769,-0.000743875,1.6937224102020265
-0.000743,4.855900154113769,-0.0007428749999999999,1.668810148239136
-0.0007419999999999999,4.850925483703613,-0.0007418749999999999,1.6837575054168703
-0.000741,4.8608748245239255,-0.000740875,1.6538627910614014
-0.00074,4.845950813293457,-0.000739875,1.673792600631714
-0.000739,4.845950813293457,-0.000738875,1.6588452434539795
-0.0007379999999999999,4.845950813293457,-0.0007378749999999999,1.6787750530242922
-0.0007369999999999999,4.845950813293457,-0.0007368749999999999,1.668810148239136
-0.000736,4.8608748245239255,-0.000735875,1.6787750530242922
-0.000735,4.850925483703613,-0.000734875,1.6887399578094484
-0.000734,4.865849494934082,-0.0007338749999999999,1.668810148239136
-0.0007329999999999999,4.8608748245239255,-0.0007328749999999999,1.6887399578094484
-0.000732,4.850925483703613,-0.000731875,1.6787750530242922
-0.000731,4.870824165344238,-0.000730875,1.6787750530242922
-0.00073,4.870824165344238,-0.000729875,1.668810148239136
-0.0007289999999999999,4.865849494934082,-0.0007288749999999999,1.673792600631714
-0.0007279999999999999,4.865849494934082,-0.0007278749999999999,1.673792600631714
-0.000727,4.8608748245239255,-0.000726875,1.6638276958465579
-0.000726,4.850925483703613,-0.000725875,1.6837575054168703
-0.000725,4.850925483703613,-0.0007248749999999999,1.6638276958465579
-0.0007239999999999999,4.8608748245239255,-0.0007238749999999999,1.6837575054168703
-0.000723,4.845950813293457,-0.000722875,1.6787750530242922
-0.000722,4.865849494934082,-0.000721875,1.668810148239136
-0.000721,4.855900154113769,-0.0007208749999999999,1.6837575054168703
-0.0007199999999999999,4.850925483703613,-0.0007198749999999999,1.668810148239136
-0.000719,4.8409761428833,-0.000718875,1.7086697673797608
-0.000718,4.855900154113769,-0.000717875,1.6787750530242922
-0.000717,4.850925483703613,-0.000716875,1.6887399578094484
-0.000716,4.8608748245239255,-0.0007158749999999999,1.6887399578094484
-0.0007149999999999999,4.8608748245239255,-0.0007148749999999999,1.7036873149871827
-0.000714,4.8608748245239255,-0.000713875,1.673792600631714
-0.000713,4.845950813293457,-0.000712875,1.668810148239136
-0.000712,4.8608748245239255,-0.0007118749999999999,1.6987048625946046
-0.0007109999999999999,4.831026802062988,-0.0007108749999999999,1.6987048625946046
-0.00071,4.880773506164551,-0.000709875,1.6837575054168703
-0.000709,4.8608748245239255,-0.000708875,1.6887399578094484
-0.000708,4.855900154113769,-0.000707875,1.6787750530242922
-0.000707,4.855900154113769,-0.0007068749999999999,1.673792600631714
-0.0007059999999999999,4.845950813293457,-0.0007058749999999999,1.673792600631714
-0.000705,4.855900154113769,-0.000704875,1.6787750530242922
-0.000704,4.845950813293457,-0.000703875,1.668810148239136
-0.000703,4.855900154113769,-0.0007028749999999999,1.673792600631714
-0.0007019999999999999,4.850925483703613,-0.0007018749999999999,1.668810148239136
-0.000701,4.850925483703613,-0.000700875,1.6987048625946046
