t1,ch1,t2,ch2
-0.00075,3.855991401672363,-0.000749875,1.6488803386688233
-0.000749,3.880864753723144,-0.000748875,1.628950529098511
-0.000748,3.851016731262207,-0.000747875,1.628950529098511
-0.0007469999999999999,3.8858394241333007,-0.0007468749999999999,1.6438978862762452
-0.0007459999999999999,3.8659407424926755,-0.0007458749999999999,1.6389154338836671
-0.000745,3.8858394241333007,-0.000744875,1.6438978862762452
-0.000744,3.8858394241333007,-0.000743875,1.6389154338836671
-0.000743,3.880864753723144,-0.0007428749999999999,1.6438978862762452
-0.0007419999999999999,3.870915412902832,-0.0007418749999999999,1.6438978862762452
-0.000741,3.880864753723144,-0.000740875,1.6488803386688233
-0.00074,3.870915412902832,-0.000739875,1.633932981491089
-0.000739,3.875890083312988,-0.000738875,1.6389154338836671
-0.0007379999999999999,3.870915412902832,-0.0007378749999999999,1.6438978862762452
-0.0007369999999999999,3.875890083312988,-0.0007368749999999999,1.6389154338836671
-0.000736,3.8609660720825194,-0.000735875,1.6488803386688233
-0.000735,3.855991401672363,-0.000734875,1.6239680767059328
-0.000734,3.880864753723144,-0.0007338749999999999,1.6239680767059328
-0.0007329999999999999,3.880864753723144,-0.0007328749999999999,1.6389154338836671
-0.000732,3.855991401672363,-0.000731875,1.6488803386688233
-0.000731,3.8659407424926755,-0.000730875,1.6239680767059328
-0.00073,3.870915412902832,-0.000729875,1.628950529098511
-0.0007289999999999999,3.855991401672363,-0.0007288749999999999,1.6189856243133547
-0.0007279999999999999,3.8609660720825194,-0.0007278749999999999,1.6140031719207766
-0.000727,3.8659407424926755,-0.000726875,1.6389154338836671
-0.000726,3.8609660720825194,-0.000725875,1.6438978862762452
-0.000725,3.870915412902832,-0.0007248749999999999,1.6189856243133547
-0.0007239999999999999,3.851016731262207,-0.0007238749999999999,1.6239680767059328
-0.000723,3.855991401672363,-0.000722875,1.633932981491089
-0.000722,3.870915412902832,-0.000721875,1.633932981491089
-0.000721,3.870915412902832,-0.0007208749999999999,1.6438978862762452
-0.0007199999999999999,3.855991401672363,-0.0007198749999999999,1.633932981491089
-0.000719,3.8659407424926755,-0.000718875,1.633932981491089
-0.000718,3.855991401672363,-0.000717875,1.628950529098511
-0.000717,3.880864753723144,-0.000716875,1.6488803386688233
-0.000716,3.875890083312988,-0.0007158749999999999,1.633932981491089
-0.0007149999999999999,3.880864753723144,-0.0007148749999999999,1.6638276958465579
-0.000714,3.875890083312988,-0.000713875,1.628950529098511
-0.000713,3.8609660720825194,-0.000712875,1.6538627910614014
-0.000712,3.8609660720825194,-0.0007118749999999999,1.6389154338836671
-0.0007109999999999999,3.8659407424926755,-0.0007108749999999999,1.6389154338836671
-0.00071,3.855991401672363,-0.000709875,1.6389154338836671
-0.000709,3.8659407424926755,-0.000708875,1.6389154338836671
-0.000708,3.8609660720825194,-0.000707875,1.6488803386688233
-0.000707,3.8659407424926755,-0.0007068749999999999,1.6438978862762452
-0.0007059999999999999,3.8659407424926755,-0.0007058749999999999,1.628950529098511
-0.000705,3.8609660720825194,-0.000704875,1.6239680767059328
-0.000704,3.8609660720825194,-0.000703875,1.6438978862762452
-0.000703,3.8609660720825194,-0.0007028749999999999,1.6189856243133547
-0.0007019999999999999,3.875890083312988,-0.0007018749999999999,1.6389154338836671
-0.000701,3.8659407424926755,-0.000700875,1.628950529098511
-0.0007,3.8659407424926755,-0.000699875,1.633932981491089
-0.000699,3.870915412902832,-0.000698875,1.633932981491089
-0.0006979999999999999,3.8659407424926755,-0.0006978749999999999,1.6389154338836671
-0.0006969999999999999,3.8609660720825194,-0.0006968749999999999,1.6488803386688233
-0.000696,3.8609660720825194,-0.000695875,1.6438978862762452
-0.000695,3.8659407424926755,-0.000694875,1.6389154338836671
-0.000694,3.870915412902832,-0.0006938749999999999,1.6488803386688233
-0.0006929999999999999,3.8609660720825194,-0.0006928749999999999,1.628950529098511
-0.000692,3.875890083312988,-0.000691875,1.633932981491089
-0.000691,3.8609660720825194,-0.000690875,1.6389154338836671
-0.00069,3.8609660720825194,-0.000689875,1.6239680767059328
-0.0006889999999999999,3.8659407424926755,-0.0006888749999999999,1.6239680767059328
-0.0006879999999999999,3.870915412902832,-0.0006878749999999999,1.633932981491089
-0.000687,3.875890083312988,-0.000686875,1.628950529098511
-0.000686,3.880864753723144,-0.000685875,1.633932981491089
-0.000685,3.8609660720825194,-0.0006848749999999999,1.628950529098511
-0.0006839999999999999,3.8609660720825194,-0.0006838749999999999,1.633932981491089
-0.000683,3.855991401672363,-0.000682875,1.6389154338836671
-0.000682,3.8659407424926755,-0.000681875,1.6239680767059328
-0.000681,3.8659407424926755,-0.000680875,1.628950529098511
-0.0006799999999999999,3.870915412902832,-0.0006798749999999999,1.6189856243133547
-0.0006789999999999999,3.870915412902832,-0.0006788749999999999,1.6438978862762452
-0.000678,3.8609660720825194,-0.000677875,1.633932981491089
-0.000677,3.8609660720825194,-0.000676875,1.6239680767059328
-0.000676,3.875890083312988,-0.0006758749999999999,1.633932981491089
-0.0006749999999999999,3.8609660720825194,-0.0006748749999999999,1.628950529098511
-0.000674,3.8659407424926755,-0.000673875,1.6389154338836671
-0.000673,3.855991401672363,-0.000672875,1.628950529098511
-0.000672,3.870915412902832,-0.000671875,1.6389154338836671
-0.0006709999999999999,3.855991401672363,-0.0006708749999999999,1.628950529098511
-0.00067,3.8609660720825194,-0.000669875,1.6239680767059328
-0.000669,3.8659407424926755,-0.000668875,1.6389154338836671
-0.000668,3.875890083312988,-0.000667875,1.633932981491089
-0.000667,3.870915412902832,-0.0006668749999999999,1.633932981491089
-0.0006659999999999999,3.855991401672363,-0.0006658749999999999,1.6389154338836671
-0.000665,3.8659407424926755,-0.000664875,1.628950529098511
-0.000664,3.870915412902832,-0.000663875,1.628950529098511
-0.000663,3.8659407424926755,-0.0006628749999999999,1.6438978862762452
-0.0006619999999999999,3.8609660720825194,-0.0006618749999999999,1.628950529098511
-0.000661,3.855991401672363,-0.000660875,1.6438978862762452
-0.00066,3.8609660720825194,-0.000659875,1.633932981491089
-0.000659,3.8609660720825194,-0.000658875,1.6239680767059328
-0.000658,3.841067390441894,-0.0006578749999999999,1.6438978862762452
-0.0006569999999999999,3.8659407424926755,-0.0006568749999999999,1.633932981491089
-0.000656,3.8659407424926755,-0.000655875,1.628950529098511
-0.000655,3.870915412902832,-0.000654875,1.633932981491089
-0.000654,3.8609660720825194,-0.0006538749999999999,1.6438978862762452
-0.0006529999999999999,3.875890083312988,-0.0006528749999999999,1.633932981491089
-0.000652,3.875890083312988,-0.000651875,1.6389154338836671
-0.000651,3.8659407424926755,-0.000650875,1.628950529098511
-0.00065,3.8659407424926755,-0.000649875,1.6389154338836671
-0.000649,3.8659407424926755,-0.0006488749999999999,1.633932981491089
-0.0006479999999999999,3.8659407424926755,-0.0006478749999999999,1.628950529098511
-0.000647,3.8659407424926755,-0.000646875,1.6438978862762452
-0.000646,3.8858394241333007,-0.000645875,1.6389154338836671
-0.000645,3.8659407424926755,-0.0006448749999999999,1.628950529098511
-0.0006439999999999999,3.875890083312988,-0.0006438749999999999,1.6239680767059328
-0.000643,3.8659407424926755,-0.000642875,1.633932981491089
-0.000642,3.870915412902832,-0.000641875,1.628950529098511
-0.000641,3.855991401672363,-0.000640875,1.6239680767059328
-0.0006399999999999999,3.8609660720825194,-0.0006398749999999999,1.6239680767059328
-0.0006389999999999999,3.8659407424926755,-0.0006388749999999999,1.6389154338836671
-0.000638,3.870915412902832,-0.000637875,1.6438978862762452
