t1,ch1,t2,ch2
-0.00075,2.9903987503051757,-0.000749875,1.599055814743042
-0.000749,2.9903987503051757,-0.000748875,1.6189856243133547
-0.000748,2.975474739074707,-0.000747875,1.5890909099578858
-0.0007469999999999999,2.9655253982543943,-0.0007468749999999999,1.5890909099578858
-0.0007459999999999999,2.9605507278442382,-0.0007458749999999999,1.599055814743042
-0.000745,2.9705000686645504,-0.000744875,1.6040382671356204
-0.000744,2.975474739074707,-0.000743875,1.6189856243133547
-0.000743,2.9705000686645504,-0.0007428749999999999,1.6090207195281985
-0.0007419999999999999,2.980449409484863,-0.0007418749999999999,1.6189856243133547
-0.000741,2.9655253982543943,-0.000740875,1.6090207195281985
-0.00074,2.980449409484863,-0.000739875,1.599055814743042
-0.000739,2.9605507278442382,-0.000738875,1.6189856243133547
-0.0007379999999999999,2.9903987503051757,-0.0007378749999999999,1.599055814743042
-0.0007369999999999999,2.9705000686645504,-0.0007368749999999999,1.6040382671356204
-0.000736,2.980449409484863,-0.000735875,1.6040382671356204
-0.000735,2.9605507278442382,-0.000734875,1.6040382671356204
-0.000734,2.9555760574340817,-0.0007338749999999999,1.6040382671356204
-0.0007329999999999999,2.9655253982543943,-0.0007328749999999999,1.599055814743042
-0.000732,2.9854240798950196,-0.000731875,1.6239680767059328
-0.000731,2.9555760574340817,-0.000730875,1.6189856243133547
-0.00073,2.9854240798950196,-0.000729875,1.594073362350464
-0.0007289999999999999,2.9705000686645504,-0.0007288749999999999,1.6140031719207766
-0.0007279999999999999,2.9655253982543943,-0.0007278749999999999,1.6040382671356204
-0.000727,2.975474739074707,-0.000726875,1.594073362350464
-0.000726,2.980449409484863,-0.000725875,1.6090207195281985
-0.000725,2.9605507278442382,-0.0007248749999999999,1.6189856243133547
-0.0007239999999999999,2.9655253982543943,-0.0007238749999999999,1.6239680767059328
-0.000723,2.975474739074707,-0.000722875,1.599055814743042
-0.000722,2.9705000686645504,-0.000721875,1.6189856243133547
-0.000721,2.980449409484863,-0.0007208749999999999,1.594073362350464
-0.0007199999999999999,2.9555760574340817,-0.0007198749999999999,1.6090207195281985
